Gene_stable_ID	Gene_name	Gene_description
PRELSG_11_v1	""	phospholipase%2C putative
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	actin-like protein%2C putative
PRELSG_00_v1_archived_contig_158	""	conserved Plasmodium protein%2C unknown function
PRELSG_03_v1	""	sporozoite invasion-associated protein 1%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved protein%2C unknown function
PRELSG_09_v1	""	NA repair protein RA51%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_10_v1	""	amino acid transporter%2C putative
PRELSG_09_v1	""	heat shock protein 101%2C putative
PRELSG_13_v1	""	cytidine deaminase%2C putative
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	glycine cleavage H protein%2C putative
PRELSG_12_v1	""	ribose-phosphate pyrophosphokinase%2C putative
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	proteasome subunit alpha type-1%2C putative
PRELSG_12_v1	""	nucleoside transporter 1%2C putative
PRELSG_09_v1	""	conserved oligomeric Golgi complex subunit 2%2C putative
PRELSG_09_v1	""	UVB-resistance protein UVR8 homologue%2C putative
PRELSG_08_v1	""	vesicle transport v-SNARE protein%2C putative
PRELSG_09_v1	""	protein phosphatase PPM8%2C putative
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	cytochrome b-c1 complex subunit 6%2C putative
PRELSG_04_v1	""	conserved Plasmodium membrane protein%2C unknown function
PRELSG_07_v1	""	nucleosome assembly protein%2C putative
PRELSG_12_v1	""	serine/threonine protein phosphatase US2%2C putative
PRELSG_08_v1	""	conserved protein%2C unknown function
PRELSG_02_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	small nuclear ribonucleoprotein-associated protein B%2C putative
PRELSG_14_v1	""	structural maintenance of chromosomes protein 2%2C putative
PRELSG_04_v1	""	transporter%2C putative
PRELSG_10_v1	""	4-diphosphocytidyl-2-C-methyl--erythritol kinase%2C putative
PRELSG_02_v1	""	parasite-infected erythrocyte surface protein%2C putative
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	SNARE protein%2C putative
PRELSG_09_v1	""	GTPase-activating protein%2C putative
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	6-cysteine protein%2C putative
PRELSG_13_v1	""	W and tetratricopeptide repeats protein 1%2C putative
PRELSG_12_v1	""	protein tyrosine phosphatase%2C putative
PRELSG_AP_v1	""	apicoplast ribosomal protein S8%2C putative
PRELSG_14_v1	""	histone acetyltransferase subunit NuA4%2C putative
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_06_v1	""	RNA-binding protein%2C putative
PRELSG_14_v1	""	3'%2C5'-cyclic nucleotide phosphodiesterase%2C putative
PRELSG_14_v1	""	apicoplast ribosomal protein L33 precursor%2C putative
PRELSG_09_v1	""	endoplasmic reticulum oxidoreductin%2C putative
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	GTPase%2C putative
PRELSG_02_v1	""	ATP-dependent RNA helicase%2C putative
PRELSG_01_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	elongation factor G%2C putative
PRELSG_03_v1	""	ribosomal protein L25%2C putative
PRELSG_03_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	calponin homology domain-containing protein%2C putative
PRELSG_09_v1	""	acylphosphatase%2C putative
PRELSG_05_v1	""	serine/threonine protein kinase RO2%2C putative
PRELSG_10_v1	""	6-cysteine protein
PRELSG_03_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_AP_v1	""	tRNA Serine
PRELSG_06_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	mitochondrial inner membrane protein OXA1%2C putative
PRELSG_04_v1	""	eukaryotic translation initiation factor 4E%2C putative
PRELSG_05_v1	""	26S protease regulatory subunit 6B%2C putative
PRELSG_02_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	P31 domain-containing protein%2C putative
PRELSG_06_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	apyrase%2C putative
PRELSG_05_v1	""	small nuclear ribonucleoprotein G%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	cell cycle associated protein%2C putative
PRELSG_09_v1	""	pterin-4a-carbinolamine dehydratase%2C putative
PRELSG_06_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_02_v1	""	mitochondrial import inner membrane translocase subunit TM50%2C putative
PRELSG_08_v1	""	peptidase%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_04_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_00_v1_archived_contig_225	""	hypothetical protein
PRELSG_10_v1	""	ribosomal large subunit pseudouridylate synthase%2C putative
PRELSG_06_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	shewanella-like protein phosphatase 2%2C putative
PRELSG_13_v1	""	W repeat-containing protein%2C putative
PRELSG_13_v1	""	apicoplast ribosomal protein L21 precursor%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	enoyl-acyl carrier reductase%2C putative
PRELSG_08_v1	""	tubulin binding cofactor c%2C putative
PRELSG_14_v1	""	golgi protein 1%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_01_v1	""	AP2 domain transcription factor%2C putative
PRELSG_AP_v1	""	small subunit ribosomal RNA
PRELSG_00_v1_archived_contig_224	""	Plasmodium exported protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	40S ribosomal protein S11%2C putative
PRELSG_06_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_04_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	tubulin--tyrosine ligase%2C putative
PRELSG_10_v1	""	phosphoenolpyruvate/phosphate translocator%2C putative
PRELSG_12_v1	""	mitotic checkpoint protein BUB3%2C putative
PRELSG_12_v1	""	1-acyl-sn-glycerol-3-phosphate acyltransferase%2C putative
PRELSG_12_v1	""	ubiquitin carboxyl-terminal hydrolase%2C putative
PRELSG_12_v1	""	NA replication complex GNS protein%2C putative
PRELSG_13_v1	""	conserved Apicomplexan protein%2C unknown function
PRELSG_13_v1	""	60S ribosomal protein L21%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_06_v1	""	adenosine deaminase%2C putative
PRELSG_09_v1	""	50S ribosomal protein L2%2C putative
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	dihydroorotase%2C putative
PRELSG_14_v1	""	translation initiation factor eF-2B subunit beta%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_AP_v1	""	apicoplast ribosomal protein L16%2C putative
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_01_v1	""	60S ribosomal protein L34%2C putative
PRELSG_05_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	geranylgeranyl transferase type-2 subunit beta%2C putative
PRELSG_01_v1	""	1-cys peroxiredoxin%2C putative
PRELSG_14_v1	""	proline--tRNA ligase%2C putative
PRELSG_13_v1	""	surface-associated interspersed protein (SURFN)%2C pseudogene
PRELSG_08_v1	""	T-complex protein 1 subunit eta%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	pre-mRNA-processing factor 6%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	conserved protein%2C unknown function
PRELSG_08_v1	""	circumsporozoite (CS) protein%2C putative
PRELSG_02_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	conserved Plasmodium membrane protein%2C unknown function
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	thioredoxin-like protein 2%2C putative
PRELSG_09_v1	""	protein GCN20%2C putative
PRELSG_14_v1	""	SNARE protein%2C putative
PRELSG_10_v1	""	inositol polyphosphate multikinase%2C putative
PRELSG_10_v1	""	UTP--glucose-1-phosphate uridylyltransferase%2C putative
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_00_v1_archived_contig_55	""	surface-associated interspersed protein (SURFN)%2C pseudogene
PRELSG_01_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_03_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	micro-fibrillar-associated protein%2C putative
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_04_v1	""	ras-related protein Rab-5A%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_06_v1	""	RNA methyltransferase%2C putative
PRELSG_11_v1	""	zinc finger protein%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	selenoprotein%2C putative
PRELSG_05_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	cytochrome c oxidase subunit 2%2C putative
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	polyubiquitin%2C putative
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	glutathione peroxidase-like thioredoxin peroxidase%2C putative
PRELSG_06_v1	""	apicoplast integral membrane protein%2C putative
PRELSG_08_v1	""	activator of Hsp90 ATPase%2C putative
PRELSG_02_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	major facilitator superfamily-related transporter%2C putative
PRELSG_00_v1_archived_contig_313	""	reticulocyte binding protein%2C putative
PRELSG_06_v1	""	rRNA-processing protein EBP2%2C putative
PRELSG_08_v1	""	translation initiation factor eF-2B subunit delta%2C putative
PRELSG_12_v1	""	PREL domain-containing protein%2C putative
PRELSG_12_v1	""	60S ribosomal protein L29%2C putative
PRELSG_02_v1	""	signal recognition particle subunit SRP9%2C putative
PRELSG_09_v1	""	GP transamidase component GP16%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	ATP-dependent zinc metalloprotease FTSH%2C putative
PRELSG_11_v1	""	conserved protein%2C unknown function
PRELSG_01_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	variant-silencing SET protein%2C putative
PRELSG_14_v1	""	peptidyl-prolyl cis-trans isomerase%2C putative
PRELSG_07_v1	""	protein RER1%2C putative
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	valine--tRNA ligase%2C putative
PRELSG_02_v1	""	rRNA biogenesis protein RRP36%2C putative
PRELSG_10_v1	""	alpha-soluble NSF attachment protein%2C putative
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	mitochondrial pyruvate carrier protein 1%2C putative
PRELSG_09_v1	""	mitogen-activated protein kinase 2%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	tudor staphylococcal nuclease%2C putative
PRELSG_09_v1	""	tRNA Glycine
PRELSG_06_v1	""	conserved Plasmodium membrane protein%2C unknown function
PRELSG_14_v1	""	tRNA Proline
PRELSG_13_v1	""	HECT-like E3 ubiquitin ligase%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	prefoldin subunit 5%2C putative
PRELSG_05_v1	""	protein kinase c inhibitor-like protein%2C putative
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_02_v1	""	60S ribosomal protein L11a%2C putative
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	palmitoyltransferase HHC5%2C putative
PRELSG_05_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_02_v1	""	protein pelota homolog%2C putative
PRELSG_04_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_AP_v1	""	tRNA Phenylalanine
PRELSG_13_v1	""	SET domain protein%2C putative
PRELSG_05_v1	""	ribosome assembly protein RRB1%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	W repeat-containing protein%2C putative
PRELSG_03_v1	""	6-cysteine protein%2C putative
PRELSG_04_v1	""	6-cysteine protein%2C putative
PRELSG_12_v1	""	pre-mRNA-splicing factor SY1%2C putative
PRELSG_00_v1_archived_contig_192	""	Plasmodium exported protein%2C unknown function
PRELSG_08_v1	""	MKT1 domain-containing protein%2C putative
PRELSG_03_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	AP-2 complex subunit mu%2C putative
PRELSG_11_v1	""	liver merozoite formation protein%2C putative
PRELSG_06_v1	""	merozoite TRAP-like protein%2C putative
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	condensin complex subunit 1%2C putative
PRELSG_08_v1	""	tubulin beta chain%2C putative
PRELSG_12_v1	""	dephospho-CoA kinase%2C putative
PRELSG_03_v1	""	zinc finger Ran-binding domain-containing protein 2%2C putative
PRELSG_14_v1	""	ATP synthase subunit epsilon%2C mitochondrial%2C putative
PRELSG_04_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_09_v1	""	glycerol-3-phosphate dehydrogenase%2C putative
PRELSG_12_v1	""	NA-(apurinic or apyrimidinic site) lyase 1%2C putative
PRELSG_12_v1	""	oocyst rupture protein 2%2C putative
PRELSG_07_v1	""	merozoite organizing protein%2C putative
PRELSG_09_v1	""	protein phosphatase%2C putative
PRELSG_13_v1	""	mitochondrial ribosomal protein L15 precursor%2C putative
PRELSG_03_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_01_v1	""	nucleolar RNA snoR36
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	serine/threonine protein phosphatase PP1%2C putative
PRELSG_00_v1_archived_contig_43	""	fam-h protein
PRELSG_14_v1	""	dynein light chain 1%2C putative
PRELSG_05_v1	""	zinc finger protein%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	serine/threonine protein kinase RO1%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	protein disulfide isomerase%2C putative
PRELSG_14_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	proteasome subunit alpha type-4%2C putative
PRELSG_03_v1	""	tRNA N6-adenosine threonylcarbamoyltransferase%2C putative
PRELSG_09_v1	""	ATP-dependent (S)-NA(P)H-hydrate dehydratase%2C putative
PRELSG_11_v1	""	signal recognition particle subunit SRP68%2C putative
PRELSG_11_v1	""	U3 small nucleolar RNA-associated protein 21%2C putative
PRELSG_14_v1	""	NMA related kinase 1%2C putative
PRELSG_12_v1	""	nucleoporin NUP116/NSP116%2C putative
PRELSG_08_v1	""	valine--tRNA ligase%2C putative
PRELSG_12_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	dynein light chain%2C putative
PRELSG_02_v1	""	V-type ATPase V0 subunit e%2C putative
PRELSG_12_v1	""	inner membrane complex protein 1f%2C putative
PRELSG_03_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	Sec14 domain containing protein
PRELSG_01_v1	""	inner membrane complex protein 1d%2C putative
PRELSG_03_v1	""	mago nashi protein homologue%2C putative
PRELSG_12_v1	""	protein transport protein SFT2%2C putative
PRELSG_12_v1	""	serine hydroxymethyltransferase%2C putative
PRELSG_04_v1	""	cysteine desulfuration protein SufE%2C putative
PRELSG_13_v1	""	W repeat-containing protein 65%2C putative
PRELSG_12_v1	""	26S proteasome regulatory subunit RPN2%2C putative
PRELSG_04_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_08_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_13_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_12_v1	""	lactate dehydrogenase%2C putative
PRELSG_03_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_00_v1_archived_contig_351	""	surface-associated interspersed protein (SURFN)
PRELSG_13_v1	""	alpha/beta hydrolase%2C putative
PRELSG_07_v1	""	polyadenylate-binding protein 2%2C putative
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_00_v1_archived_contig_364	""	early transcribed membrane protein%2C pseudogene
PRELSG_09_v1	""	histone H4%2C putative
PRELSG_09_v1	""	LEM3/CC50 family protein%2C putative
PRELSG_09_v1	""	26S protease regulatory subunit 6A%2C putative
PRELSG_11_v1	""	E3 SUMO-protein ligase PAS%2C putative
PRELSG_04_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_10_v1	""	50S ribosomal protein L14%2C mitochondrial%2C putative
PRELSG_10_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_14_v1	""	lipoate-protein ligase 1%2C putative
PRELSG_04_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_07_v1	""	arginine--tRNA ligase%2C putative
PRELSG_11_v1	""	conserved Plasmodium protein%2C unknown function
PRELSG_11_v1	""	GTP-binding protein%2C putative
PRELSG_09_v1	""	conserved Plasmodium protein%2C unknown function
